Item_Name,Hero_Name,Item_Type
Cannon Punch of the Barrier Rogue,Tusk,Equipment
Clawhammer of the Guarded Word,Tusk,Equipment
Frostiron Raider Fist,Tusk,Equipment
Frozen Stein of the Bar Brawler,Tusk,Equipment
Hook of the Glacier Sea,Tusk,Equipment
Icewrack's Fist,Tusk,Equipment
Snowball Stinger,Tusk,Equipment
Arctic Hunter's Hood,Tusk,Equipment
Bobusang's Sunshade,Tusk,Equipment
Cap of the Glacier Sea,Tusk,Equipment
Frostiron Raider Helm,Tusk,Equipment
Helm of the Guarded Word,Tusk,Equipment
Helm of the Weathered Storm,Tusk,Equipment
Scar of the Barrier Rogue,Tusk,Equipment
Arctic Hunter's Tusks,Tusk,Equipment
Bobusang's Tobacco Fix,Tusk,Equipment
Broken Tusk of the Barrier Rogue,Tusk,Equipment
Frostiron Raider Tusks,Tusk,Equipment
Tusks of the Glacier Sea,Tusk,Equipment
Tusks of the Guarded Word,Tusk,Equipment
Tusks of the Weathered Storm,Tusk,Equipment
Arctic Hunter's Parka,Tusk,Equipment
Armor of the Guarded Word,Tusk,Equipment
Bobusang's Jacket,Tusk,Equipment
Coat of the Glacier Sea,Tusk,Equipment
Frostiron Raider Wrap,Tusk,Equipment
Harness of the Weathered Storm,Tusk,Equipment
Pauldron of the Barrier Rogue,Tusk,Equipment
Arctic Hunter's Snack,Tusk,Equipment
Barrel of Whale Ale,Tusk,Equipment
Bobusang's Merchandise,Tusk,Equipment
Cape of the Weathered Storm,Tusk,Equipment
Frostiron Raider Shield,Tusk,Equipment
Pack of the Barrier Rogue,Tusk,Equipment
Rudder of the Glacier Sea,Tusk,Equipment
Tome of the Guarded Word,Tusk,Equipment
Whisky the Stout Artifact,Tusk,Equipment
Boreal Sigil,Tusk,Equipment
Frozen Sigil of the Glacier Sea,Tusk,Equipment
Sigil of the Barrier Rogue,Tusk,Equipment
Sigil of the Weathered Storm,Tusk,Equipment
Taunt: Fight Me!,Tusk,Equipment
Kinetic: Dizzying Punch!,Tusk,Equipment
Basim,Tusk,Gear
Arctic Watchtower,Tusk,Gear
Announcer: Tusk,Tusk,Gear
Ascendant Tusk Loading Screen,Tusk,Gear
Barrier Rogue Loading Screen,Tusk,Gear
Brawler of the Glacier Sea Loading Screen,Tusk,Gear
Hammer of the Guarded Word Loading Screen,Tusk,Gear
Let's Race Loading Screen,Tusk,Gear
Mini Heroes Loading Screen,Tusk,Gear
Breaking Emerald,Bristleback,Equipment
Emerald Frenzy Flail,Bristleback,Equipment
Flail of the Violent Precipitate,Bristleback,Equipment
Heavy Barbed Morning Star,Bristleback,Equipment
Lantern of the Nightwatch,Bristleback,Equipment
Mace of the Wrathrunner,Bristleback,Equipment
Blastforge Exhaler,Bristleback,Equipment
Blastforge Exhaler of the Crimson Witness,Bristleback,Equipment
Emerald Frenzy Helmet,Bristleback,Equipment
Hat of the Nightwatch,Bristleback,Equipment
Heavy Barbed Head,Bristleback,Equipment
Helm of the Violent Precipitate,Bristleback,Equipment
Helm of the Wrathrunner,Bristleback,Equipment
Thorned Mane,Bristleback,Equipment
Cape of the Nightwatch,Bristleback,Equipment
Crystals of the Violent Precipitate,Bristleback,Equipment
Emerald Frenzy Spikes,Bristleback,Equipment
Heavy Barbed Back,Bristleback,Equipment
Piston Impaler,Bristleback,Equipment
Rigwarl's Spiny Demeanor,Bristleback,Equipment
Spikes of the Wrathrunner,Bristleback,Equipment
Emerald Frenzy Amulet,Bristleback,Equipment
Heavy Barbed Collar,Bristleback,Equipment
Lantern of the Violent Precipitate,Bristleback,Equipment
Nightwatch Keys to the City,Bristleback,Equipment
Shield of the Wrathrunner,Bristleback,Equipment
Armlet of the Wrathrunner,Bristleback,Equipment
Bracers of the Violent Precipitate,Bristleback,Equipment
Emerald Frenzy Glove,Bristleback,Equipment
Gauntlets of the Nightwatch,Bristleback,Equipment
Heavy Barbed Arms,Bristleback,Equipment
Brawl Basher,Bristleback,Gear
Announcer: Bristleback,Bristleback,Gear
Charge of the Wrathrunner Loading Screen,Bristleback,Gear
Mini Heroes Loading Screen,Bristleback,Gear
Aethereal Crescent Wand,Skywrath_Mage,Equipment
Argent Spear,Skywrath_Mage,Equipment
Cloud Forged Great Staff,Skywrath_Mage,Equipment
Empyrean,Skywrath_Mage,Equipment
Eye of the Eyrie,Skywrath_Mage,Equipment
Falcon's Rise,Skywrath_Mage,Equipment
Flame of the Penitent Scholar,Skywrath_Mage,Equipment
Golden Empyrean,Skywrath_Mage,Equipment
Nightwatcher's Staff,Skywrath_Mage,Equipment
Rod of Beacon's Light,Skywrath_Mage,Equipment
Rune Forged Staff,Skywrath_Mage,Equipment
Sceptre of the Throne,Skywrath_Mage,Equipment
Spear of the Sol Guard,Skywrath_Mage,Equipment
Staff of Divine Ascension,Skywrath_Mage,Equipment
Staff of Retribution,Skywrath_Mage,Equipment
Staff of the Crested Dawn,Skywrath_Mage,Equipment
Staff of the Manticore,Skywrath_Mage,Equipment
Azure Shroud,Skywrath_Mage,Equipment
Cloud Forged Great Helm,Skywrath_Mage,Equipment
Headdress of the Protector,Skywrath_Mage,Equipment
Helm of Divine Ascension,Skywrath_Mage,Equipment
Helm of Retribution,Skywrath_Mage,Equipment
Helm of the Manticore,Skywrath_Mage,Equipment
Helm of the Penitent Scholar,Skywrath_Mage,Equipment
Helm of the Sol Guard,Skywrath_Mage,Equipment
Mask of Cerulean Light,Skywrath_Mage,Equipment
Nightwatcher's Mask,Skywrath_Mage,Equipment
Rune Forged Helm,Skywrath_Mage,Equipment
Skywarrior's Countenance,Skywrath_Mage,Equipment
Virtue of the Crested Dawn,Skywrath_Mage,Equipment
Armor of the Manticore,Skywrath_Mage,Equipment
Pauldron of the Penitent Scholar,Skywrath_Mage,Equipment
Pauldrons of Cerulean Light,Skywrath_Mage,Equipment
Plate of the Sol Guard,Skywrath_Mage,Equipment
Plates of the Crested Dawn,Skywrath_Mage,Equipment
Cloud Forged Great Wings,Skywrath_Mage,Equipment
Finery of the Sol Guard,Skywrath_Mage,Equipment
Golden Wings of the Manticore,Skywrath_Mage,Equipment
Rune Forged Wings,Skywrath_Mage,Equipment
Skywarrior's Wings,Skywrath_Mage,Equipment
Span of Cerulean Light,Skywrath_Mage,Equipment
Span of the Crested Dawn,Skywrath_Mage,Equipment
Vengeancebound Wings,Skywrath_Mage,Equipment
Wings of Divine Ascension,Skywrath_Mage,Equipment
Wings of Retribution,Skywrath_Mage,Equipment
Wings of the Manticore,Skywrath_Mage,Equipment
Wings of the Penitent Scholar,Skywrath_Mage,Equipment
Belt of Retribution,Skywrath_Mage,Equipment
Belt of the Manticore,Skywrath_Mage,Equipment
Belt of the Penitent Scholar,Skywrath_Mage,Equipment
Cloud Forged Great Girdle,Skywrath_Mage,Equipment
Girdle of Cerulean Light,Skywrath_Mage,Equipment
Mark of the Sol Guard,Skywrath_Mage,Equipment
Nightwatcher's Belt,Skywrath_Mage,Equipment
Rune Forged Belt,Skywrath_Mage,Equipment
Sash of Divine Ascension,Skywrath_Mage,Equipment
Skirt of the Crested Dawn,Skywrath_Mage,Equipment
Arms of the Penitent Scholar,Skywrath_Mage,Equipment
Bracelet of the Sol Guard,Skywrath_Mage,Equipment
Bracers of Cerulean Light,Skywrath_Mage,Equipment
Bracers of the Manticore,Skywrath_Mage,Equipment
Cloud Forged Great Bracers,Skywrath_Mage,Equipment
Cuffs of Divine Ascension,Skywrath_Mage,Equipment
Emblem of the Crested Dawn,Skywrath_Mage,Equipment
Gloves of Retribution,Skywrath_Mage,Equipment
Nightwatcher's Bracers,Skywrath_Mage,Equipment
Rune Forged Bracers,Skywrath_Mage,Equipment
Taunt: Chicken!,Skywrath_Mage,Equipment
Kinetic: Empyrean,Skywrath_Mage,Equipment
Tory the Sky Guardian,Skywrath_Mage,Gear
Scions of the Sky,Skywrath_Mage,Gear
Ascendant Skywrath Mage Loading Screen,Skywrath_Mage,Gear
Beacon of Cerulean Light Loading Screen,Skywrath_Mage,Gear
Blessing of the Crested Dawn Loading Screen,Skywrath_Mage,Gear
Mini Heroes Loading Screen,Skywrath_Mage,Gear
Scions of the Sky Loading Screen,Skywrath_Mage,Gear
Vigilance of the Manticore Loading Screen,Skywrath_Mage,Gear
Hammer of the World Splitter,Elder_Titan,Equipment
Mace of the Fissured Soul,Elder_Titan,Equipment
Mace of the Wyrmforge Shard,Elder_Titan,Equipment
Might of the Old World,Elder_Titan,Equipment
Shaper's Relics,Elder_Titan,Equipment
Worldforger's Anvil,Elder_Titan,Equipment
Helm of the Fissured Soul,Elder_Titan,Equipment
Helm of the Wyrmforge Shard,Elder_Titan,Equipment
Horns of the World Splitter,Elder_Titan,Equipment
Worldforger's Crown,Elder_Titan,Equipment
Armor of the World Splitter,Elder_Titan,Equipment
Pauldron of the Fissured Soul,Elder_Titan,Equipment
Spaulders of the Wyrmforge Shard,Elder_Titan,Equipment
Worldforger's Shoulders,Elder_Titan,Equipment
Bellows of Creation,Elder_Titan,Equipment
Ornaments of the Wyrmforge Shard,Elder_Titan,Equipment
Relic of the Fissured Soul,Elder_Titan,Equipment
Totem of the World Splitter,Elder_Titan,Equipment
Worldforger's Spires,Elder_Titan,Equipment
Bracers of the Fissured Soul,Elder_Titan,Equipment
Guards of the Wyrmforge Shard,Elder_Titan,Equipment
Shield of the World Splitter,Elder_Titan,Equipment
Worldforger's Bracers,Elder_Titan,Equipment
Titan,Elder_Titan,Gear
Harness of the Fissured Soul Loading Screen,Elder_Titan,Gear
Loading Screen of the Wyrmforge Shard,Elder_Titan,Gear
Mini Heroes Loading Screen,Elder_Titan,Gear
World Splitter Loading Screen,Elder_Titan,Gear
Worldforger Loading Screen,Elder_Titan,Gear
Compendium Rider of Avarice Mount,Abaddon,Equipment
Dreadsteed of Avernus,Abaddon,Equipment
Drowned Horseman's Mount,Abaddon,Equipment
Grudge in the Mist,Abaddon,Equipment
Hallgul the War Mount,Abaddon,Equipment
Mistral,Abaddon,Equipment
"Netherax, Nightmare of the Mist",Abaddon,Equipment
Nightsbane,Abaddon,Equipment
Ram of Enveloping Despair,Abaddon,Equipment
Rider of Avarice Mount,Abaddon,Equipment
Rimeheart the Doom Stallion,Abaddon,Equipment
Soulhoof,Abaddon,Equipment
Steed of the Brinebred Cavalier,Abaddon,Equipment
Warhorse of the Demonic Vessel,Abaddon,Equipment
Blackmist Blade,Abaddon,Equipment
Blade of the Demonic Vessel,Abaddon,Equipment
Call of the Mistral Fiend,Abaddon,Equipment
Cold Light of the Mist,Abaddon,Equipment
Compendium Rider of Avarice Sword,Abaddon,Equipment
Darkstar the Mistforged,Abaddon,Equipment
Demon Edge (Equipment),Abaddon,Equipment
Drowned Horseman's Axe and Buckler,Abaddon,Equipment
Emissary's Blade,Abaddon,Equipment
Fractured Sword,Abaddon,Equipment
Halberd of Enveloping Despair,Abaddon,Equipment
Hollow Ripper,Abaddon,Equipment
Iceshard,Abaddon,Equipment
Mace of the Chosen,Abaddon,Equipment
Mistblade,Abaddon,Equipment
Mistbreaker,Abaddon,Equipment
Phantom's Reaper,Abaddon,Equipment
Rider of Avarice Sword,Abaddon,Equipment
Sword of the Brinebred Cavalier,Abaddon,Equipment
Twisted Ghostblade of the Frozen Apostle,Abaddon,Equipment
Vespertine Guard Blade,Abaddon,Equipment
Compendium Rider of Avarice Helmet,Abaddon,Equipment
Crown of the Brinebred Cavalier,Abaddon,Equipment
Drowned Horseman's Helm,Abaddon,Equipment
Helm of Enveloping Despair,Abaddon,Equipment
Helm of the Mistral Fiend,Abaddon,Equipment
Hood of the Demonic Vessel,Abaddon,Equipment
Hood of the Font Guard,Abaddon,Equipment
Horned Helm of the Frozen Apostle,Abaddon,Equipment
Rider of Avarice Helmet,Abaddon,Equipment
Tarnhelm of Ruin,Abaddon,Equipment
Vespertine Guard Helmet,Abaddon,Equipment
Compendium Rider of Avarice Shoulders,Abaddon,Equipment
Drake Guard of the Frozen Apostle,Abaddon,Equipment
Drowned Horseman's Pauldrons,Abaddon,Equipment
Mistplates of Ruin,Abaddon,Equipment
Pauldrons of the Brinebred Cavalier,Abaddon,Equipment
Pauldrons of the Mistral Fiend,Abaddon,Equipment
Prey of the Demonic Vessel,Abaddon,Equipment
Rider of Avarice Shoulders,Abaddon,Equipment
Shoulderplates of Evil Spirit,Abaddon,Equipment
Spaulders of Enveloping Despair,Abaddon,Equipment
Vespertine Guard Shoulders,Abaddon,Equipment
Cape of Enveloping Despair,Abaddon,Equipment
Cape of the Brinebred Cavalier,Abaddon,Equipment
Cape of the Mistral Fiend,Abaddon,Equipment
Cloak of the Demonic Vessel,Abaddon,Equipment
Cloak of the Resentful Spectre,Abaddon,Equipment
Compendium Rider of Avarice Cape,Abaddon,Equipment
Death Shroud of the Frozen Apostle,Abaddon,Equipment
Drowned Horseman's Cape,Abaddon,Equipment
Rider of Avarice Cape,Abaddon,Equipment
Vespertine Guard Cloak,Abaddon,Equipment
Winged Shroud of Ruin,Abaddon,Equipment
Eye of Avernus,Abaddon,Gear
Compendium Rider of Avarice Loading Screen,Abaddon,Gear
Enveloping Despair Loading Screen,Abaddon,Gear
Loading Screen of the Demonic Vessel,Abaddon,Gear
Mark of the Mistral Fiend Loading Screen,Abaddon,Gear
Mini Heroes Loading Screen,Abaddon,Gear
Rider of Avarice Loading Screen,Abaddon,Gear
Vespertine Guard Loading Screen,Abaddon,Gear
Blade of the Rekindled Ashes,Ember_Spirit,Equipment
Blade of the Wandering Flame,Ember_Spirit,Equipment
Greater Purifier,Ember_Spirit,Equipment
Imperial Flame Sword,Ember_Spirit,Equipment
Jin - Blade of Prosperity,Ember_Spirit,Equipment
Mentor of the High Plains Right Tiger Hook,Ember_Spirit,Equipment
Rapier of the Burning God,Ember_Spirit,Equipment
Sword of the Smoldering Sage,Ember_Spirit,Equipment
Sword of the Volcanic Guard,Ember_Spirit,Equipment
Xin - Blade of Blaze Armor,Ember_Spirit,Equipment
Huo - Blade of Prosperity,Ember_Spirit,Equipment
Imperial Flame Offhand Sword,Ember_Spirit,Equipment
Lesser Purifier,Ember_Spirit,Equipment
Mentor of the High Plains Left Tiger Hook,Ember_Spirit,Equipment
Off-Hand Blade of the Rekindled Ashes,Ember_Spirit,Equipment
Off-Hand Blade of the Wandering Flame,Ember_Spirit,Equipment
Off-Hand Sword of the Smoldering Sage,Ember_Spirit,Equipment
Off-hand Weapon of the Volcanic Guard,Ember_Spirit,Equipment
Rapier of the Burning God Offhand,Ember_Spirit,Equipment
Zhuo - Blade of Blaze Armor,Ember_Spirit,Equipment
Cap of the Smoldering Sage,Ember_Spirit,Equipment
Ember Spirit's Hat,Ember_Spirit,Equipment
Flaming Hair of Blaze Armor,Ember_Spirit,Equipment
Fortune's Coin,Ember_Spirit,Equipment
Governor's Salakot,Ember_Spirit,Equipment
Headdress of the Rekindled Ashes,Ember_Spirit,Equipment
Helm of the Volcanic Guard,Ember_Spirit,Equipment
Hood of the Wandering Flame,Ember_Spirit,Equipment
Mentor of the High Plains Ceremonial Banner,Ember_Spirit,Equipment
Phoenix Helm of Prosperity,Ember_Spirit,Equipment
Ember Pauldrons of Prosperity,Ember_Spirit,Equipment
Mantle of the Smoldering Sage,Ember_Spirit,Equipment
Mentor of the High Plains Decorated Pauldrons,Ember_Spirit,Equipment
Pauldrons of Blaze Armor,Ember_Spirit,Equipment
Pauldrons of the Volcanic Guard,Ember_Spirit,Equipment
Shoulders of the Rekindled Ashes,Ember_Spirit,Equipment
Spaulder of the Wandering Flame,Ember_Spirit,Equipment
Arm Guards of Prosperity,Ember_Spirit,Equipment
Armguards of the Smoldering Sage,Ember_Spirit,Equipment
Bracers of the Volcanic Guard,Ember_Spirit,Equipment
Guard of the Rekindled Ashes,Ember_Spirit,Equipment
Guard of the Wandering Flame,Ember_Spirit,Equipment
Mentor of the High Plains Guard,Ember_Spirit,Equipment
Orbs of Blaze Armor,Ember_Spirit,Equipment
Belt of the Smoldering Sage,Ember_Spirit,Equipment
Belt of the Volcanic Guard,Ember_Spirit,Equipment
Crimson Guard of Prosperity,Ember_Spirit,Equipment
Mentor of the High Plains Great Cuirass,Ember_Spirit,Equipment
Robe of the Rekindled Ashes,Ember_Spirit,Equipment
Robes of Blaze Armor,Ember_Spirit,Equipment
Tunic of the Wandering Flame,Ember_Spirit,Equipment
Kinetic: Prosperity Remnants,Ember_Spirit,Equipment
Blaze Armor Loading Screen,Ember_Spirit,Gear
Flames of Prosperity,Ember_Spirit,Gear
Loading Screen of the Smoldering Sage,Ember_Spirit,Gear
Loading Screen of the Wandering Flame,Ember_Spirit,Gear
Mentor of the High Plains Loading Screen,Ember_Spirit,Gear
Mini Heroes Loading Screen,Ember_Spirit,Gear
Rekindled Ashes Loading Screen,Ember_Spirit,Gear
Teacher of the Flame Loading Screen,Ember_Spirit,Gear
Bo of Bedrock Serenity,Earth_Spirit,Equipment
Demon Vanquisher,Earth_Spirit,Equipment
Jade Reckoning,Earth_Spirit,Equipment
Staff of the Demon Stone,Earth_Spirit,Equipment
Staff of the Jade General,Earth_Spirit,Equipment
Stone Dragon Soul,Earth_Spirit,Equipment
Vanquishing Demons Earthforce,Earth_Spirit,Equipment
Kabuto of Bedrock Serenity,Earth_Spirit,Equipment
Mane of the Demon Stone,Earth_Spirit,Equipment
Style of the Jade General,Earth_Spirit,Equipment
Vanquishing Demons Ritual Headgear,Earth_Spirit,Equipment
Armor of the Jade General,Earth_Spirit,Equipment
Kataginu of Bedrock Serenity,Earth_Spirit,Equipment
Necklace of the Demon Stone,Earth_Spirit,Equipment
Vanquishing Demons Ornaments of Annihilation,Earth_Spirit,Equipment
Belt of the Jade General,Earth_Spirit,Equipment
Haidate of Bedrock Serenity,Earth_Spirit,Equipment
Plackart of the Demon Stone,Earth_Spirit,Equipment
Vanquishing Demons Earthcore Belt,Earth_Spirit,Equipment
Arms of the Jade General,Earth_Spirit,Equipment
Plated Bracers of the Demon Stone,Earth_Spirit,Equipment
Vanquishing Demons Geomagnetic Arm Guard,Earth_Spirit,Equipment
Stone Monkey Spirits,Earth_Spirit,Equipment
Warriors of the Demon Stone,Earth_Spirit,Equipment
Imbued Stone,Earth_Spirit,Gear
Mini Heroes Loading Screen,Earth_Spirit,Gear
Path of the Blossom Loading Screen,Earth_Spirit,Gear
Strength of the Demon Stone,Earth_Spirit,Gear
The Jade General Loading Screen,Earth_Spirit,Gear
Vanquishing Demons Loading Screen,Earth_Spirit,Gear
Arms of the Onyx Crucible Blade,Legion_Commander,Equipment
Blade of Zhuzhou,Legion_Commander,Equipment
Blades of Voth Domosh,Legion_Commander,Equipment
Compendium Arms of the Onyx Crucible Blade,Legion_Commander,Equipment
Duelist's Greatsword,Legion_Commander,Equipment
Grand Voulge of the Dragon Guard,Legion_Commander,Equipment
Halberd of the Battlefield,Legion_Commander,Equipment
Halberd of the Equine Emissary,Legion_Commander,Equipment
Halberd of the Sharpstar,Legion_Commander,Equipment
Halberd of the Valkyrie,Legion_Commander,Equipment
Immortals Pride Halberd,Legion_Commander,Equipment
Lance of Desolate Conquest,Legion_Commander,Equipment
Legionnaire Ray Sword,Legion_Commander,Equipment
Spear of the Daemonfell Flame,Legion_Commander,Equipment
Spear of the Errant Soldier,Legion_Commander,Equipment
Stonehall Royal Guard Dragonslayer,Legion_Commander,Equipment
Vanguard Fireblade,Legion_Commander,Equipment
Arms of the Onyx Crucible Helmet,Legion_Commander,Equipment
Baneful Devotion,Legion_Commander,Equipment
Compendium Arms of the Onyx Crucible Helmet,Legion_Commander,Equipment
Cowl of the Errant Soldier,Legion_Commander,Equipment
Equine Battlehelm,Legion_Commander,Equipment
Helm of Desolate Conquest,Legion_Commander,Equipment
Helm of the Battlefield,Legion_Commander,Equipment
Helm of the Daemonfell Flame,Legion_Commander,Equipment
Helm of the Equine Emissary,Legion_Commander,Equipment
Helm of the Sharpstar,Legion_Commander,Equipment
Helm of the Valkyrie,Legion_Commander,Equipment
Helm of Zhuzhou,Legion_Commander,Equipment
Immortals Pride Helm,Legion_Commander,Equipment
Plume of the Dragon Guard,Legion_Commander,Equipment
Stonehall Royal Guard Helmet,Legion_Commander,Equipment
Armor of the Daemonfell Flame,Legion_Commander,Equipment
Armor of Zhuzhou,Legion_Commander,Equipment
Arms of the Onyx Crucible Shoulders,Legion_Commander,Equipment
Compendium Arms of the Onyx Crucible Shoulders,Legion_Commander,Equipment
Immortals Pride Pauldrons,Legion_Commander,Equipment
Mantle of Desolate Conquest,Legion_Commander,Equipment
Pauldrons of the Battlefield,Legion_Commander,Equipment
Pauldrons of the Equine Emissary,Legion_Commander,Equipment
Pauldrons of the Errant Soldier,Legion_Commander,Equipment
Plate of the Sharpstar,Legion_Commander,Equipment
Scales of the Dragon Guard,Legion_Commander,Equipment
Shoulders of the Valkyrie,Legion_Commander,Equipment
Stonehall Royal Guard Pauldrons,Legion_Commander,Equipment
Banner of the Daemonfell Flame,Legion_Commander,Equipment
Banners of Battle Fortune,Legion_Commander,Equipment
Banners of Desolate Conquest,Legion_Commander,Equipment
Legacy of the Fallen Legion,Legion_Commander,Equipment
Standard of the Sharpstar,Legion_Commander,Equipment
Standards of the Errant Soldier,Legion_Commander,Equipment
Stonehall Royal Guard Banners,Legion_Commander,Equipment
Twin Banner of the Dragon Guard,Legion_Commander,Equipment
Wings of the Battlefield,Legion_Commander,Equipment
Wings of the Valkyrie,Legion_Commander,Equipment
Legs of Desolate Conquest,Legion_Commander,Equipment
Lower Armor of the Battlefield,Legion_Commander,Equipment
